# Ag,Au,Cu,Pd,Pt,P_NO=1,P_NO=05,P_NO=01
1.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.95,0.05,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.95,0.00,0.05,0.00,0.00,0.0216,0.0309,0.0402
0.95,0.00,0.00,0.05,0.00,0.0117,0.0227,0.0343
0.95,0.00,0.00,0.00,0.05,0.0000,0.0000,0.0000
0.90,0.10,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.90,0.05,0.05,0.00,0.00,0.0214,0.0294,0.0474
0.90,0.05,0.00,0.05,0.00,0.0128,0.0238,0.0333
0.90,0.05,0.00,0.00,0.05,0.0001,0.0000,0.0001
0.90,0.00,0.10,0.00,0.00,0.0425,0.0631,0.0860
0.90,0.00,0.05,0.05,0.00,0.0347,0.0575,0.0703
0.90,0.00,0.05,0.00,0.05,0.0123,0.0231,0.0322
0.90,0.00,0.00,0.10,0.00,0.0235,0.0386,0.0522
0.90,0.00,0.00,0.05,0.05,0.0106,0.0187,0.0273
0.90,0.00,0.00,0.00,0.10,0.0001,0.0001,0.0001
0.85,0.15,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.85,0.10,0.05,0.00,0.00,0.0186,0.0304,0.0423
0.85,0.10,0.00,0.05,0.00,0.0139,0.0236,0.0339
0.85,0.10,0.00,0.00,0.05,0.0003,0.0001,0.0004
0.85,0.05,0.10,0.00,0.00,0.0431,0.0601,0.0788
0.85,0.05,0.00,0.10,0.00,0.0202,0.0372,0.0590
0.85,0.05,0.00,0.00,0.10,0.0004,0.0002,0.0014
0.85,0.00,0.15,0.00,0.00,0.0652,0.0935,0.1148
0.85,0.00,0.10,0.05,0.00,0.0605,0.0873,0.1093
0.85,0.00,0.10,0.00,0.05,0.0267,0.0499,0.0614
0.85,0.00,0.05,0.10,0.00,0.0510,0.0746,0.0960
0.85,0.00,0.05,0.00,0.10,0.0112,0.0173,0.0238
0.85,0.00,0.00,0.15,0.00,0.0270,0.0543,0.0708
0.85,0.00,0.00,0.10,0.05,0.0156,0.0283,0.0431
0.85,0.00,0.00,0.05,0.10,0.0080,0.0119,0.0205
0.85,0.00,0.00,0.00,0.15,0.0001,0.0008,0.0005
0.80,0.20,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.80,0.15,0.05,0.00,0.00,0.0189,0.0309,0.0409
0.80,0.15,0.00,0.05,0.00,0.0154,0.0224,0.0373
0.80,0.15,0.00,0.00,0.05,0.0002,0.0006,0.0005
0.80,0.10,0.10,0.00,0.00,0.0383,0.0637,0.0854
0.80,0.10,0.00,0.10,0.00,0.0255,0.0381,0.0567
0.80,0.10,0.00,0.00,0.10,0.0011,0.0017,0.0019
0.80,0.05,0.15,0.00,0.00,0.0633,0.0960,0.1170
0.80,0.05,0.00,0.15,0.00,0.0288,0.0497,0.0693
0.80,0.05,0.00,0.00,0.15,0.0009,0.0015,0.0039
0.80,0.00,0.20,0.00,0.00,0.0955,0.1364,0.1496
0.80,0.00,0.15,0.05,0.00,0.0890,0.1181,0.1381
0.80,0.00,0.15,0.00,0.05,0.0491,0.0805,0.0862
0.80,0.00,0.10,0.10,0.00,0.0708,0.1047,0.1221
0.80,0.00,0.10,0.00,0.10,0.0264,0.0327,0.0496
0.80,0.00,0.05,0.15,0.00,0.0510,0.0812,0.1076
0.80,0.00,0.05,0.00,0.15,0.0075,0.0150,0.0221
0.80,0.00,0.00,0.20,0.00,0.0334,0.0558,0.0787
0.80,0.00,0.00,0.15,0.05,0.0200,0.0334,0.0467
0.80,0.00,0.00,0.10,0.10,0.0121,0.0220,0.0323
0.80,0.00,0.00,0.05,0.15,0.0044,0.0113,0.0147
0.80,0.00,0.00,0.00,0.20,0.0005,0.0017,0.0025
0.75,0.25,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.75,0.20,0.05,0.00,0.00,0.0203,0.0303,0.0440
0.75,0.20,0.00,0.05,0.00,0.0133,0.0229,0.0362
0.75,0.20,0.00,0.00,0.05,0.0004,0.0010,0.0014
0.75,0.15,0.10,0.00,0.00,0.0386,0.0617,0.0832
0.75,0.15,0.00,0.10,0.00,0.0227,0.0403,0.0567
0.75,0.15,0.00,0.00,0.10,0.0019,0.0021,0.0025
0.75,0.10,0.15,0.00,0.00,0.0613,0.0897,0.1118
0.75,0.10,0.00,0.15,0.00,0.0293,0.0497,0.0670
0.75,0.10,0.00,0.00,0.15,0.0024,0.0038,0.0059
0.75,0.05,0.20,0.00,0.00,0.0875,0.1284,0.1480
0.75,0.05,0.00,0.20,0.00,0.0332,0.0543,0.0730
0.75,0.05,0.00,0.00,0.20,0.0029,0.0056,0.0079
0.75,0.00,0.25,0.00,0.00,0.1099,0.1586,0.1665
0.75,0.00,0.20,0.05,0.00,0.1010,0.1424,0.1555
0.75,0.00,0.20,0.00,0.05,0.0666,0.0983,0.1188
0.75,0.00,0.15,0.10,0.00,0.0973,0.1329,0.1518
0.75,0.00,0.15,0.00,0.10,0.0411,0.0541,0.0681
0.75,0.00,0.10,0.15,0.00,0.0809,0.1093,0.1329
0.75,0.00,0.10,0.00,0.15,0.0178,0.0262,0.0432
0.75,0.00,0.05,0.20,0.00,0.0489,0.0802,0.1103
0.75,0.00,0.05,0.00,0.20,0.0064,0.0116,0.0199
0.75,0.00,0.00,0.25,0.00,0.0306,0.0553,0.0768
0.75,0.00,0.00,0.20,0.05,0.0206,0.0346,0.0560
0.75,0.00,0.00,0.15,0.10,0.0142,0.0237,0.0396
0.75,0.00,0.00,0.10,0.15,0.0100,0.0162,0.0268
0.75,0.00,0.00,0.05,0.20,0.0062,0.0106,0.0162
0.75,0.00,0.00,0.00,0.25,0.0011,0.0048,0.0064
0.70,0.30,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.70,0.25,0.05,0.00,0.00,0.0198,0.0310,0.0417
0.70,0.25,0.00,0.05,0.00,0.0133,0.0200,0.0353
0.70,0.25,0.00,0.00,0.05,0.0008,0.0019,0.0028
0.70,0.20,0.10,0.00,0.00,0.0378,0.0692,0.0812
0.70,0.20,0.00,0.10,0.00,0.0196,0.0392,0.0564
0.70,0.20,0.00,0.00,0.10,0.0019,0.0034,0.0042
0.70,0.15,0.15,0.00,0.00,0.0694,0.0970,0.1143
0.70,0.15,0.00,0.15,0.00,0.0292,0.0500,0.0746
0.70,0.15,0.00,0.00,0.15,0.0034,0.0056,0.0094
0.70,0.10,0.20,0.00,0.00,0.0886,0.1285,0.1417
0.70,0.10,0.00,0.20,0.00,0.0290,0.0488,0.0779
0.70,0.10,0.00,0.00,0.20,0.0044,0.0082,0.0114
0.70,0.05,0.25,0.00,0.00,0.1173,0.1539,0.1703
0.70,0.05,0.00,0.25,0.00,0.0288,0.0496,0.0753
0.70,0.05,0.00,0.00,0.25,0.0036,0.0084,0.0113
0.70,0.00,0.30,0.00,0.00,0.1402,0.1889,0.1775
0.70,0.00,0.25,0.05,0.00,0.1324,0.1699,0.1676
0.70,0.00,0.25,0.00,0.05,0.0875,0.1311,0.1320
0.70,0.00,0.20,0.10,0.00,0.1185,0.1535,0.1695
0.70,0.00,0.20,0.00,0.10,0.0507,0.0760,0.0873
0.70,0.00,0.15,0.15,0.00,0.0899,0.1305,0.1461
0.70,0.00,0.15,0.00,0.15,0.0271,0.0397,0.0582
0.70,0.00,0.10,0.20,0.00,0.0644,0.1046,0.1287
0.70,0.00,0.10,0.00,0.20,0.0140,0.0243,0.0328
0.70,0.00,0.05,0.25,0.00,0.0505,0.0823,0.0967
0.70,0.00,0.05,0.00,0.25,0.0064,0.0115,0.0168
0.70,0.00,0.00,0.30,0.00,0.0262,0.0471,0.0729
0.70,0.00,0.00,0.25,0.05,0.0211,0.0383,0.0544
0.70,0.00,0.00,0.20,0.10,0.0151,0.0245,0.0407
0.70,0.00,0.00,0.15,0.15,0.0135,0.0180,0.0317
0.70,0.00,0.00,0.10,0.20,0.0083,0.0175,0.0233
0.70,0.00,0.00,0.05,0.25,0.0058,0.0122,0.0163
0.70,0.00,0.00,0.00,0.30,0.0025,0.0068,0.0112
0.65,0.35,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.65,0.30,0.05,0.00,0.00,0.0201,0.0280,0.0395
0.65,0.30,0.00,0.05,0.00,0.0150,0.0261,0.0369
0.65,0.30,0.00,0.00,0.05,0.0018,0.0019,0.0046
0.65,0.25,0.10,0.00,0.00,0.0452,0.0670,0.0749
0.65,0.25,0.00,0.10,0.00,0.0241,0.0360,0.0582
0.65,0.25,0.00,0.00,0.10,0.0028,0.0053,0.0082
0.65,0.20,0.15,0.00,0.00,0.0602,0.0959,0.1071
0.65,0.20,0.00,0.15,0.00,0.0298,0.0499,0.0733
0.65,0.20,0.00,0.00,0.15,0.0044,0.0081,0.0100
0.65,0.15,0.20,0.00,0.00,0.0945,0.1262,0.1284
0.65,0.15,0.00,0.20,0.00,0.0283,0.0526,0.0763
0.65,0.15,0.00,0.00,0.20,0.0050,0.0107,0.0137
0.65,0.10,0.25,0.00,0.00,0.1150,0.1605,0.1590
0.65,0.10,0.00,0.25,0.00,0.0327,0.0535,0.0722
0.65,0.10,0.00,0.00,0.25,0.0064,0.0115,0.0190
0.65,0.05,0.30,0.00,0.00,0.1473,0.1833,0.1730
0.65,0.05,0.00,0.30,0.00,0.0255,0.0470,0.0664
0.65,0.05,0.00,0.00,0.30,0.0045,0.0126,0.0168
0.65,0.00,0.35,0.00,0.00,0.1737,0.2156,0.1876
0.65,0.00,0.30,0.05,0.00,0.1485,0.1958,0.1924
0.65,0.00,0.30,0.00,0.05,0.1099,0.1496,0.1453
0.65,0.00,0.25,0.10,0.00,0.1233,0.1815,0.1821
0.65,0.00,0.25,0.00,0.10,0.0678,0.0965,0.1042
0.65,0.00,0.20,0.15,0.00,0.1126,0.1548,0.1679
0.65,0.00,0.20,0.00,0.15,0.0375,0.0620,0.0701
0.65,0.00,0.15,0.20,0.00,0.0963,0.1284,0.1562
0.65,0.00,0.15,0.00,0.20,0.0228,0.0329,0.0502
0.65,0.00,0.10,0.25,0.00,0.0702,0.0950,0.1261
0.65,0.00,0.10,0.00,0.25,0.0160,0.0208,0.0343
0.65,0.00,0.05,0.30,0.00,0.0459,0.0678,0.0908
0.65,0.00,0.05,0.00,0.30,0.0085,0.0143,0.0200
0.65,0.00,0.00,0.35,0.00,0.0231,0.0439,0.0667
0.65,0.00,0.00,0.30,0.05,0.0213,0.0286,0.0478
0.65,0.00,0.00,0.25,0.10,0.0165,0.0250,0.0436
0.65,0.00,0.00,0.20,0.15,0.0120,0.0210,0.0316
0.65,0.00,0.00,0.15,0.20,0.0111,0.0173,0.0267
0.65,0.00,0.00,0.10,0.25,0.0086,0.0161,0.0239
0.65,0.00,0.00,0.05,0.30,0.0063,0.0121,0.0189
0.65,0.00,0.00,0.00,0.35,0.0046,0.0090,0.0113
0.60,0.40,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.60,0.35,0.05,0.00,0.00,0.0198,0.0292,0.0333
0.60,0.35,0.00,0.05,0.00,0.0127,0.0213,0.0348
0.60,0.35,0.00,0.00,0.05,0.0022,0.0040,0.0066
0.60,0.30,0.10,0.00,0.00,0.0393,0.0581,0.0665
0.60,0.30,0.00,0.10,0.00,0.0226,0.0419,0.0595
0.60,0.30,0.00,0.00,0.10,0.0033,0.0061,0.0109
0.60,0.25,0.15,0.00,0.00,0.0655,0.0889,0.1039
0.60,0.25,0.00,0.15,0.00,0.0334,0.0491,0.0684
0.60,0.25,0.00,0.00,0.15,0.0049,0.0103,0.0171
0.60,0.20,0.20,0.00,0.00,0.0932,0.1282,0.1274
0.60,0.20,0.00,0.20,0.00,0.0294,0.0508,0.0783
0.60,0.20,0.00,0.00,0.20,0.0071,0.0125,0.0211
0.60,0.15,0.25,0.00,0.00,0.1148,0.1641,0.1443
0.60,0.15,0.00,0.25,0.00,0.0285,0.0527,0.0762
0.60,0.15,0.00,0.00,0.25,0.0080,0.0168,0.0233
0.60,0.10,0.30,0.00,0.00,0.1464,0.1845,0.1644
0.60,0.10,0.00,0.30,0.00,0.0326,0.0421,0.0746
0.60,0.10,0.00,0.00,0.30,0.0078,0.0139,0.0236
0.60,0.05,0.35,0.00,0.00,0.1516,0.2079,0.1723
0.60,0.05,0.00,0.35,0.00,0.0222,0.0416,0.0646
0.60,0.05,0.00,0.00,0.35,0.0074,0.0133,0.0202
0.60,0.00,0.40,0.00,0.00,0.1908,0.2266,0.1905
0.60,0.00,0.35,0.05,0.00,0.1630,0.2176,0.1815
0.60,0.00,0.35,0.00,0.05,0.1272,0.1575,0.1479
0.60,0.00,0.30,0.10,0.00,0.1381,0.1982,0.1804
0.60,0.00,0.30,0.00,0.10,0.0823,0.1156,0.1110
0.60,0.00,0.25,0.15,0.00,0.1258,0.1780,0.1727
0.60,0.00,0.25,0.00,0.15,0.0510,0.0736,0.0824
0.60,0.00,0.20,0.20,0.00,0.1038,0.1455,0.1606
0.60,0.00,0.20,0.00,0.20,0.0302,0.0488,0.0598
0.60,0.00,0.15,0.25,0.00,0.0830,0.1206,0.1416
0.60,0.00,0.15,0.00,0.25,0.0194,0.0311,0.0450
0.60,0.00,0.10,0.30,0.00,0.0611,0.0927,0.1167
0.60,0.00,0.10,0.00,0.30,0.0111,0.0202,0.0292
0.60,0.00,0.05,0.35,0.00,0.0391,0.0637,0.0874
0.60,0.00,0.05,0.00,0.35,0.0066,0.0149,0.0193
0.60,0.00,0.00,0.40,0.00,0.0155,0.0346,0.0479
0.60,0.00,0.00,0.35,0.05,0.0187,0.0311,0.0500
0.60,0.00,0.00,0.30,0.10,0.0130,0.0242,0.0373
0.60,0.00,0.00,0.25,0.15,0.0099,0.0194,0.0299
0.60,0.00,0.00,0.20,0.20,0.0094,0.0200,0.0273
0.60,0.00,0.00,0.15,0.25,0.0091,0.0156,0.0248
0.60,0.00,0.00,0.10,0.30,0.0096,0.0157,0.0263
0.60,0.00,0.00,0.05,0.35,0.0073,0.0113,0.0210
0.60,0.00,0.00,0.00,0.40,0.0069,0.0095,0.0169
0.55,0.45,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.55,0.40,0.05,0.00,0.00,0.0204,0.0286,0.0373
0.55,0.40,0.00,0.05,0.00,0.0163,0.0235,0.0340
0.55,0.40,0.00,0.00,0.05,0.0037,0.0050,0.0090
0.55,0.35,0.10,0.00,0.00,0.0412,0.0577,0.0697
0.55,0.35,0.00,0.10,0.00,0.0221,0.0396,0.0531
0.55,0.35,0.00,0.00,0.10,0.0053,0.0091,0.0143
0.55,0.30,0.15,0.00,0.00,0.0672,0.0982,0.0958
0.55,0.30,0.00,0.15,0.00,0.0293,0.0482,0.0715
0.55,0.30,0.00,0.00,0.15,0.0092,0.0140,0.0208
0.55,0.25,0.20,0.00,0.00,0.0891,0.1209,0.1192
0.55,0.25,0.00,0.20,0.00,0.0309,0.0515,0.0718
0.55,0.25,0.00,0.00,0.20,0.0077,0.0169,0.0253
0.55,0.20,0.25,0.00,0.00,0.1107,0.1578,0.1395
0.55,0.20,0.00,0.25,0.00,0.0293,0.0501,0.0758
0.55,0.20,0.00,0.00,0.25,0.0106,0.0186,0.0258
0.55,0.15,0.30,0.00,0.00,0.1412,0.1813,0.1568
0.55,0.15,0.00,0.30,0.00,0.0274,0.0465,0.0709
0.55,0.15,0.00,0.00,0.30,0.0089,0.0193,0.0294
0.55,0.10,0.35,0.00,0.00,0.1742,0.2085,0.1664
0.55,0.10,0.00,0.35,0.00,0.0235,0.0400,0.0639
0.55,0.10,0.00,0.00,0.35,0.0103,0.0184,0.0250
0.55,0.05,0.40,0.00,0.00,0.1972,0.2278,0.1724
0.55,0.05,0.00,0.40,0.00,0.0210,0.0367,0.0521
0.55,0.05,0.00,0.00,0.40,0.0075,0.0163,0.0215
0.55,0.00,0.45,0.00,0.00,0.2176,0.2451,0.1737
0.55,0.00,0.40,0.05,0.00,0.1987,0.2385,0.1725
0.55,0.00,0.40,0.00,0.05,0.1504,0.1789,0.1510
0.55,0.00,0.35,0.10,0.00,0.1694,0.2094,0.1780
0.55,0.00,0.35,0.00,0.10,0.0887,0.1231,0.1260
0.55,0.00,0.30,0.15,0.00,0.1439,0.1905,0.1742
0.55,0.00,0.30,0.00,0.15,0.0559,0.0836,0.0969
0.55,0.00,0.25,0.20,0.00,0.1196,0.1673,0.1663
0.55,0.00,0.25,0.00,0.20,0.0339,0.0554,0.0663
0.55,0.00,0.20,0.25,0.00,0.0956,0.1363,0.1581
0.55,0.00,0.20,0.00,0.25,0.0233,0.0353,0.0460
0.55,0.00,0.15,0.30,0.00,0.0714,0.1070,0.1310
0.55,0.00,0.15,0.00,0.30,0.0185,0.0273,0.0327
0.55,0.00,0.10,0.35,0.00,0.0492,0.0765,0.1094
0.55,0.00,0.10,0.00,0.35,0.0109,0.0155,0.0276
0.55,0.00,0.05,0.40,0.00,0.0284,0.0533,0.0669
0.55,0.00,0.05,0.00,0.40,0.0100,0.0145,0.0200
0.55,0.00,0.00,0.45,0.00,0.0104,0.0256,0.0398
0.55,0.00,0.00,0.40,0.05,0.0131,0.0259,0.0335
0.55,0.00,0.00,0.35,0.10,0.0131,0.0195,0.0324
0.55,0.00,0.00,0.30,0.15,0.0098,0.0162,0.0286
0.55,0.00,0.00,0.25,0.20,0.0101,0.0148,0.0282
0.55,0.00,0.00,0.20,0.25,0.0087,0.0165,0.0232
0.55,0.00,0.00,0.15,0.30,0.0101,0.0137,0.0222
0.55,0.00,0.00,0.10,0.35,0.0081,0.0128,0.0238
0.55,0.00,0.00,0.05,0.40,0.0083,0.0135,0.0203
0.55,0.00,0.00,0.00,0.45,0.0075,0.0103,0.0165
0.50,0.50,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.50,0.45,0.05,0.00,0.00,0.0198,0.0290,0.0342
0.50,0.45,0.00,0.05,0.00,0.0140,0.0258,0.0325
0.50,0.45,0.00,0.00,0.05,0.0052,0.0065,0.0105
0.50,0.40,0.10,0.00,0.00,0.0413,0.0583,0.0658
0.50,0.40,0.00,0.10,0.00,0.0240,0.0386,0.0593
0.50,0.40,0.00,0.00,0.10,0.0061,0.0141,0.0199
0.50,0.35,0.15,0.00,0.00,0.0698,0.0881,0.0918
0.50,0.35,0.00,0.15,0.00,0.0317,0.0508,0.0690
0.50,0.35,0.00,0.00,0.15,0.0110,0.0195,0.0241
0.50,0.30,0.20,0.00,0.00,0.0862,0.1288,0.1168
0.50,0.30,0.00,0.20,0.00,0.0292,0.0545,0.0769
0.50,0.30,0.00,0.00,0.20,0.0128,0.0197,0.0314
0.50,0.25,0.25,0.00,0.00,0.1117,0.1534,0.1270
0.50,0.25,0.00,0.25,0.00,0.0313,0.0538,0.0772
0.50,0.25,0.00,0.00,0.25,0.0128,0.0205,0.0319
0.50,0.20,0.30,0.00,0.00,0.1395,0.1778,0.1363
0.50,0.20,0.00,0.30,0.00,0.0319,0.0400,0.0698
0.50,0.20,0.00,0.00,0.30,0.0125,0.0203,0.0332
0.50,0.15,0.35,0.00,0.00,0.1643,0.2020,0.1504
0.50,0.15,0.00,0.35,0.00,0.0275,0.0408,0.0625
0.50,0.15,0.00,0.00,0.35,0.0151,0.0226,0.0322
0.50,0.10,0.40,0.00,0.00,0.1852,0.2288,0.1588
0.50,0.10,0.00,0.40,0.00,0.0186,0.0353,0.0493
0.50,0.10,0.00,0.00,0.40,0.0087,0.0149,0.0295
0.50,0.05,0.45,0.00,0.00,0.2087,0.2428,0.1629
0.50,0.05,0.00,0.45,0.00,0.0160,0.0231,0.0432
0.50,0.05,0.00,0.00,0.45,0.0094,0.0131,0.0186
0.50,0.00,0.50,0.00,0.00,0.2258,0.2658,0.1654
0.50,0.00,0.45,0.05,0.00,0.2179,0.2430,0.1766
0.50,0.00,0.45,0.00,0.05,0.1556,0.1912,0.1484
0.50,0.00,0.40,0.10,0.00,0.1931,0.2311,0.1698
0.50,0.00,0.40,0.00,0.10,0.1007,0.1393,0.1250
0.50,0.00,0.35,0.15,0.00,0.1668,0.2039,0.1732
0.50,0.00,0.35,0.00,0.15,0.0648,0.0999,0.0939
0.50,0.00,0.30,0.20,0.00,0.1411,0.1837,0.1673
0.50,0.00,0.30,0.00,0.20,0.0424,0.0685,0.0686
0.50,0.00,0.25,0.25,0.00,0.1139,0.1589,0.1567
0.50,0.00,0.25,0.00,0.25,0.0307,0.0414,0.0546
0.50,0.00,0.20,0.30,0.00,0.0866,0.1233,0.1349
0.50,0.00,0.20,0.00,0.30,0.0132,0.0305,0.0378
0.50,0.00,0.15,0.35,0.00,0.0668,0.0916,0.1170
0.50,0.00,0.15,0.00,0.35,0.0113,0.0209,0.0259
0.50,0.00,0.10,0.40,0.00,0.0389,0.0689,0.0867
0.50,0.00,0.10,0.00,0.40,0.0101,0.0156,0.0219
0.50,0.00,0.05,0.45,0.00,0.0242,0.0433,0.0582
0.50,0.00,0.05,0.00,0.45,0.0071,0.0127,0.0195
0.50,0.00,0.00,0.50,0.00,0.0092,0.0165,0.0333
0.50,0.00,0.00,0.45,0.05,0.0115,0.0169,0.0280
0.50,0.00,0.00,0.40,0.10,0.0109,0.0128,0.0253
0.50,0.00,0.00,0.35,0.15,0.0079,0.0162,0.0240
0.50,0.00,0.00,0.30,0.20,0.0074,0.0130,0.0200
0.50,0.00,0.00,0.25,0.25,0.0091,0.0160,0.0200
0.50,0.00,0.00,0.20,0.30,0.0085,0.0109,0.0200
0.50,0.00,0.00,0.15,0.35,0.0056,0.0110,0.0194
0.50,0.00,0.00,0.10,0.40,0.0064,0.0123,0.0205
0.50,0.00,0.00,0.05,0.45,0.0076,0.0115,0.0153
0.50,0.00,0.00,0.00,0.50,0.0062,0.0101,0.0187
0.45,0.55,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.45,0.50,0.05,0.00,0.00,0.0173,0.0298,0.0304
0.45,0.50,0.00,0.05,0.00,0.0138,0.0246,0.0414
0.45,0.50,0.00,0.00,0.05,0.0057,0.0096,0.0149
0.45,0.45,0.10,0.00,0.00,0.0371,0.0554,0.0611
0.45,0.45,0.00,0.10,0.00,0.0269,0.0385,0.0584
0.45,0.45,0.00,0.00,0.10,0.0091,0.0158,0.0276
0.45,0.40,0.15,0.00,0.00,0.0646,0.0896,0.0855
0.45,0.40,0.00,0.15,0.00,0.0282,0.0466,0.0694
0.45,0.40,0.00,0.00,0.15,0.0130,0.0198,0.0326
0.45,0.35,0.20,0.00,0.00,0.0882,0.1205,0.0944
0.45,0.35,0.00,0.20,0.00,0.0311,0.0469,0.0771
0.45,0.35,0.00,0.00,0.20,0.0183,0.0237,0.0372
0.45,0.30,0.25,0.00,0.00,0.1142,0.1509,0.1142
0.45,0.30,0.00,0.25,0.00,0.0295,0.0569,0.0707
0.45,0.30,0.00,0.00,0.25,0.0152,0.0280,0.0370
0.45,0.25,0.30,0.00,0.00,0.1410,0.1797,0.1271
0.45,0.25,0.00,0.30,0.00,0.0260,0.0510,0.0721
0.45,0.25,0.00,0.00,0.30,0.0144,0.0253,0.0402
0.45,0.20,0.35,0.00,0.00,0.1581,0.2012,0.1367
0.45,0.20,0.00,0.35,0.00,0.0242,0.0498,0.0612
0.45,0.20,0.00,0.00,0.35,0.0133,0.0217,0.0345
0.45,0.15,0.40,0.00,0.00,0.1800,0.2180,0.1407
0.45,0.15,0.00,0.40,0.00,0.0166,0.0329,0.0492
0.45,0.15,0.00,0.00,0.40,0.0118,0.0172,0.0320
0.45,0.10,0.45,0.00,0.00,0.2218,0.2423,0.1448
0.45,0.10,0.00,0.45,0.00,0.0120,0.0277,0.0369
0.45,0.10,0.00,0.00,0.45,0.0063,0.0177,0.0258
0.45,0.05,0.50,0.00,0.00,0.2341,0.2519,0.1506
0.45,0.05,0.00,0.50,0.00,0.0091,0.0205,0.0310
0.45,0.05,0.00,0.00,0.50,0.0102,0.0119,0.0205
0.45,0.00,0.55,0.00,0.00,0.2470,0.2692,0.1591
0.45,0.00,0.50,0.05,0.00,0.2235,0.2623,0.1548
0.45,0.00,0.50,0.00,0.05,0.1649,0.2048,0.1411
0.45,0.00,0.45,0.10,0.00,0.1986,0.2468,0.1653
0.45,0.00,0.45,0.00,0.10,0.1185,0.1447,0.1112
0.45,0.00,0.40,0.15,0.00,0.1895,0.2235,0.1570
0.45,0.00,0.40,0.00,0.15,0.0728,0.1041,0.0934
0.45,0.00,0.35,0.20,0.00,0.1516,0.1945,0.1618
0.45,0.00,0.35,0.00,0.20,0.0465,0.0673,0.0695
0.45,0.00,0.30,0.25,0.00,0.1315,0.1597,0.1597
0.45,0.00,0.30,0.00,0.25,0.0317,0.0511,0.0557
0.45,0.00,0.25,0.30,0.00,0.1016,0.1373,0.1428
0.45,0.00,0.25,0.00,0.30,0.0195,0.0296,0.0404
0.45,0.00,0.20,0.35,0.00,0.0714,0.1165,0.1342
0.45,0.00,0.20,0.00,0.35,0.0144,0.0221,0.0281
0.45,0.00,0.15,0.40,0.00,0.0539,0.0738,0.1031
0.45,0.00,0.15,0.00,0.40,0.0074,0.0174,0.0246
0.45,0.00,0.10,0.45,0.00,0.0352,0.0513,0.0706
0.45,0.00,0.10,0.00,0.45,0.0080,0.0109,0.0199
0.45,0.00,0.05,0.50,0.00,0.0202,0.0356,0.0460
0.45,0.00,0.05,0.00,0.50,0.0060,0.0104,0.0176
0.45,0.00,0.00,0.55,0.00,0.0087,0.0148,0.0213
0.45,0.00,0.00,0.50,0.05,0.0055,0.0114,0.0221
0.45,0.00,0.00,0.45,0.10,0.0069,0.0088,0.0170
0.45,0.00,0.00,0.40,0.15,0.0065,0.0115,0.0181
0.45,0.00,0.00,0.35,0.20,0.0055,0.0114,0.0189
0.45,0.00,0.00,0.30,0.25,0.0071,0.0110,0.0177
0.45,0.00,0.00,0.25,0.30,0.0055,0.0090,0.0171
0.45,0.00,0.00,0.20,0.35,0.0052,0.0100,0.0153
0.45,0.00,0.00,0.15,0.40,0.0049,0.0098,0.0154
0.45,0.00,0.00,0.10,0.45,0.0044,0.0091,0.0154
0.45,0.00,0.00,0.05,0.50,0.0044,0.0093,0.0142
0.45,0.00,0.00,0.00,0.55,0.0050,0.0083,0.0138
0.40,0.60,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.40,0.55,0.05,0.00,0.00,0.0197,0.0284,0.0302
0.40,0.55,0.00,0.05,0.00,0.0147,0.0248,0.0383
0.40,0.55,0.00,0.00,0.05,0.0059,0.0154,0.0206
0.40,0.50,0.10,0.00,0.00,0.0386,0.0593,0.0524
0.40,0.50,0.00,0.10,0.00,0.0246,0.0426,0.0580
0.40,0.50,0.00,0.00,0.10,0.0115,0.0212,0.0294
0.40,0.45,0.15,0.00,0.00,0.0613,0.0835,0.0770
0.40,0.45,0.00,0.15,0.00,0.0288,0.0503,0.0663
0.40,0.45,0.00,0.00,0.15,0.0152,0.0245,0.0408
0.40,0.40,0.20,0.00,0.00,0.0919,0.1146,0.0931
0.40,0.40,0.00,0.20,0.00,0.0350,0.0544,0.0744
0.40,0.40,0.00,0.00,0.20,0.0177,0.0295,0.0381
0.40,0.35,0.25,0.00,0.00,0.1179,0.1495,0.1064
0.40,0.35,0.00,0.25,0.00,0.0301,0.0490,0.0784
0.40,0.35,0.00,0.00,0.25,0.0172,0.0336,0.0420
0.40,0.30,0.30,0.00,0.00,0.1423,0.1692,0.1103
0.40,0.30,0.00,0.30,0.00,0.0270,0.0476,0.0718
0.40,0.30,0.00,0.00,0.30,0.0161,0.0302,0.0429
0.40,0.25,0.35,0.00,0.00,0.1610,0.1992,0.1154
0.40,0.25,0.00,0.35,0.00,0.0274,0.0429,0.0660
0.40,0.25,0.00,0.00,0.35,0.0162,0.0261,0.0407
0.40,0.20,0.40,0.00,0.00,0.1760,0.2149,0.1236
