# Ag,Au,Cu,Pd,Pt,P_NO=1,P_NO=05,P_NO=01
0.00,0.85,0.00,0.15,0.00,0.0705,0.0723,0.0554
0.00,0.85,0.00,0.10,0.05,0.0671,0.0653,0.0511
0.00,0.85,0.00,0.05,0.10,0.0634,0.0684,0.0487
0.00,0.85,0.00,0.00,0.15,0.0625,0.0692,0.0511
0.00,0.80,0.20,0.00,0.00,0.0570,0.0720,0.0198
0.00,0.80,0.15,0.05,0.00,0.0823,0.0985,0.0373
0.00,0.80,0.15,0.00,0.05,0.0818,0.0911,0.0262
0.00,0.80,0.10,0.10,0.00,0.0951,0.1066,0.0497
0.00,0.80,0.10,0.00,0.10,0.0856,0.0906,0.0447
0.00,0.80,0.05,0.15,0.00,0.0924,0.1051,0.0683
0.00,0.80,0.05,0.00,0.15,0.0839,0.0843,0.0442
0.00,0.80,0.00,0.20,0.00,0.0749,0.0814,0.0586
0.00,0.80,0.00,0.15,0.05,0.0749,0.0777,0.0709
0.00,0.80,0.00,0.10,0.10,0.0718,0.0784,0.0573
0.00,0.80,0.00,0.05,0.15,0.0661,0.0779,0.0637
0.00,0.80,0.00,0.00,0.20,0.0699,0.0725,0.0554
0.00,0.75,0.25,0.00,0.00,0.0595,0.0776,0.0289
0.00,0.75,0.20,0.05,0.00,0.0955,0.1086,0.0439
0.00,0.75,0.20,0.00,0.05,0.0899,0.0932,0.0406
0.00,0.75,0.15,0.10,0.00,0.1189,0.1339,0.0484
0.00,0.75,0.15,0.00,0.10,0.0923,0.1043,0.0431
0.00,0.75,0.10,0.15,0.00,0.1138,0.1240,0.0639
0.00,0.75,0.10,0.00,0.15,0.0987,0.0984,0.0576
0.00,0.75,0.05,0.20,0.00,0.0988,0.1027,0.0719
0.00,0.75,0.05,0.00,0.20,0.0828,0.0927,0.0596
0.00,0.75,0.00,0.25,0.00,0.0871,0.0840,0.0754
0.00,0.75,0.00,0.20,0.05,0.0800,0.0829,0.0741
0.00,0.75,0.00,0.15,0.10,0.0748,0.0767,0.0704
0.00,0.75,0.00,0.10,0.15,0.0710,0.0726,0.0716
0.00,0.75,0.00,0.05,0.20,0.0706,0.0725,0.0660
0.00,0.75,0.00,0.00,0.25,0.0731,0.0753,0.0610
0.00,0.70,0.30,0.00,0.00,0.0582,0.0842,0.0481
0.00,0.70,0.25,0.05,0.00,0.1025,0.1188,0.0526
0.00,0.70,0.25,0.00,0.05,0.0932,0.0968,0.0500
0.00,0.70,0.20,0.10,0.00,0.1167,0.1323,0.0563
0.00,0.70,0.20,0.00,0.10,0.1086,0.1134,0.0552
0.00,0.70,0.15,0.15,0.00,0.1147,0.1326,0.0748
0.00,0.70,0.15,0.00,0.15,0.1020,0.1097,0.0674
0.00,0.70,0.10,0.20,0.00,0.1254,0.1268,0.0828
0.00,0.70,0.10,0.00,0.20,0.0962,0.0948,0.0795
0.00,0.70,0.05,0.25,0.00,0.1061,0.1048,0.0850
0.00,0.70,0.05,0.00,0.25,0.0855,0.0821,0.0666
0.00,0.70,0.00,0.30,0.00,0.0859,0.0836,0.0756
0.00,0.70,0.00,0.25,0.05,0.0827,0.0766,0.0721
0.00,0.70,0.00,0.20,0.10,0.0669,0.0783,0.0765
0.00,0.70,0.00,0.15,0.15,0.0695,0.0716,0.0705
0.00,0.70,0.00,0.10,0.20,0.0713,0.0752,0.0629
0.00,0.70,0.00,0.05,0.25,0.0678,0.0735,0.0628
0.00,0.70,0.00,0.00,0.30,0.0658,0.0739,0.0610
0.00,0.65,0.35,0.00,0.00,0.0690,0.0906,0.0592
0.00,0.65,0.30,0.05,0.00,0.0966,0.1226,0.0729
0.00,0.65,0.30,0.00,0.05,0.0933,0.1113,0.0636
0.00,0.65,0.25,0.10,0.00,0.1183,0.1396,0.0728
0.00,0.65,0.25,0.00,0.10,0.1112,0.1136,0.0595
0.00,0.65,0.20,0.15,0.00,0.1312,0.1489,0.1043
0.00,0.65,0.20,0.00,0.15,0.1107,0.1088,0.0784
0.00,0.65,0.15,0.20,0.00,0.1315,0.1425,0.0909
0.00,0.65,0.15,0.00,0.20,0.1044,0.1036,0.0838
0.00,0.65,0.10,0.25,0.00,0.1241,0.1224,0.0972
0.00,0.65,0.10,0.00,0.25,0.0910,0.0994,0.0662
0.00,0.65,0.05,0.30,0.00,0.0967,0.1011,0.0839
0.00,0.65,0.05,0.00,0.30,0.0799,0.0818,0.0574
0.00,0.65,0.00,0.35,0.00,0.0772,0.0796,0.0735
0.00,0.65,0.00,0.30,0.05,0.0706,0.0792,0.0738
0.00,0.65,0.00,0.25,0.10,0.0727,0.0680,0.0773
0.00,0.65,0.00,0.20,0.15,0.0646,0.0702,0.0657
0.00,0.65,0.00,0.15,0.20,0.0636,0.0723,0.0701
0.00,0.65,0.00,0.10,0.25,0.0627,0.0688,0.0614
0.00,0.65,0.00,0.05,0.30,0.0610,0.0679,0.0524
0.00,0.65,0.00,0.00,0.35,0.0553,0.0630,0.0508
0.00,0.60,0.40,0.00,0.00,0.0632,0.0931,0.0710
0.00,0.60,0.35,0.05,0.00,0.0996,0.1235,0.0818
0.00,0.60,0.35,0.00,0.05,0.0952,0.1107,0.0678
0.00,0.60,0.30,0.10,0.00,0.1209,0.1524,0.0816
0.00,0.60,0.30,0.00,0.10,0.1033,0.1153,0.0712
0.00,0.60,0.25,0.15,0.00,0.1319,0.1554,0.0854
0.00,0.60,0.25,0.00,0.15,0.1082,0.1133,0.0824
0.00,0.60,0.20,0.20,0.00,0.1231,0.1427,0.0907
0.00,0.60,0.20,0.00,0.20,0.1083,0.1155,0.0810
0.00,0.60,0.15,0.25,0.00,0.1286,0.1359,0.0964
0.00,0.60,0.15,0.00,0.25,0.0935,0.0928,0.0679
0.00,0.60,0.10,0.30,0.00,0.1151,0.1161,0.0981
0.00,0.60,0.10,0.00,0.30,0.0774,0.0896,0.0734
0.00,0.60,0.05,0.35,0.00,0.0921,0.0999,0.0872
0.00,0.60,0.05,0.00,0.35,0.0677,0.0701,0.0577
0.00,0.60,0.00,0.40,0.00,0.0702,0.0752,0.0732
0.00,0.60,0.00,0.35,0.05,0.0665,0.0737,0.0557
0.00,0.60,0.00,0.30,0.10,0.0596,0.0685,0.0646
0.00,0.60,0.00,0.25,0.15,0.0608,0.0655,0.0632
0.00,0.60,0.00,0.20,0.20,0.0504,0.0691,0.0612
0.00,0.60,0.00,0.15,0.25,0.0535,0.0560,0.0620
0.00,0.60,0.00,0.10,0.30,0.0527,0.0604,0.0468
0.00,0.60,0.00,0.05,0.35,0.0490,0.0555,0.0474
0.00,0.60,0.00,0.00,0.40,0.0535,0.0527,0.0429
0.00,0.55,0.45,0.00,0.00,0.0547,0.0923,0.0959
0.00,0.55,0.40,0.05,0.00,0.0971,0.1306,0.1069
0.00,0.55,0.40,0.00,0.05,0.0827,0.1135,0.0856
0.00,0.55,0.35,0.10,0.00,0.1096,0.1524,0.1002
0.00,0.55,0.35,0.00,0.10,0.0970,0.1199,0.0899
0.00,0.55,0.30,0.15,0.00,0.1292,0.1429,0.1061
0.00,0.55,0.30,0.00,0.15,0.1080,0.1253,0.0872
0.00,0.55,0.25,0.20,0.00,0.1257,0.1510,0.1095
0.00,0.55,0.25,0.00,0.20,0.0986,0.1113,0.0972
0.00,0.55,0.20,0.25,0.00,0.1153,0.1399,0.1143
0.00,0.55,0.20,0.00,0.25,0.0926,0.0983,0.0771
0.00,0.55,0.15,0.30,0.00,0.1089,0.1226,0.0860
0.00,0.55,0.15,0.00,0.30,0.0751,0.0840,0.0786
0.00,0.55,0.10,0.35,0.00,0.0920,0.0988,0.0884
0.00,0.55,0.10,0.00,0.35,0.0757,0.0716,0.0634
0.00,0.55,0.05,0.40,0.00,0.0747,0.0829,0.0768
0.00,0.55,0.05,0.00,0.40,0.0526,0.0557,0.0557
0.00,0.55,0.00,0.45,0.00,0.0590,0.0613,0.0680
0.00,0.55,0.00,0.40,0.05,0.0559,0.0632,0.0678
0.00,0.55,0.00,0.35,0.10,0.0494,0.0571,0.0642
0.00,0.55,0.00,0.30,0.15,0.0484,0.0518,0.0494
0.00,0.55,0.00,0.25,0.20,0.0495,0.0535,0.0596
0.00,0.55,0.00,0.20,0.25,0.0491,0.0553,0.0580
0.00,0.55,0.00,0.15,0.30,0.0431,0.0471,0.0438
0.00,0.55,0.00,0.10,0.35,0.0398,0.0469,0.0383
0.00,0.55,0.00,0.05,0.40,0.0450,0.0441,0.0387
0.00,0.55,0.00,0.00,0.45,0.0392,0.0430,0.0381
0.00,0.50,0.50,0.00,0.00,0.0482,0.0840,0.0991
0.00,0.50,0.45,0.05,0.00,0.0918,0.1331,0.1120
0.00,0.50,0.45,0.00,0.05,0.0671,0.1047,0.0933
0.00,0.50,0.40,0.10,0.00,0.1117,0.1517,0.0984
0.00,0.50,0.40,0.00,0.10,0.0856,0.1099,0.0873
0.00,0.50,0.35,0.15,0.00,0.1188,0.1534,0.1175
0.00,0.50,0.35,0.00,0.15,0.0896,0.1158,0.0946
0.00,0.50,0.30,0.20,0.00,0.1176,0.1472,0.1125
0.00,0.50,0.30,0.00,0.20,0.0911,0.1066,0.0945
0.00,0.50,0.25,0.25,0.00,0.1211,0.1329,0.1061
0.00,0.50,0.25,0.00,0.25,0.0894,0.0947,0.0856
0.00,0.50,0.20,0.30,0.00,0.1030,0.1233,0.1132
0.00,0.50,0.20,0.00,0.30,0.0796,0.0847,0.0640
0.00,0.50,0.15,0.35,0.00,0.0880,0.1105,0.1010
0.00,0.50,0.15,0.00,0.35,0.0753,0.0716,0.0643
0.00,0.50,0.10,0.40,0.00,0.0810,0.0818,0.0847
0.00,0.50,0.10,0.00,0.40,0.0504,0.0616,0.0594
0.00,0.50,0.05,0.45,0.00,0.0690,0.0703,0.0720
0.00,0.50,0.05,0.00,0.45,0.0379,0.0438,0.0380
0.00,0.50,0.00,0.50,0.00,0.0549,0.0516,0.0649
0.00,0.50,0.00,0.45,0.05,0.0532,0.0506,0.0553
0.00,0.50,0.00,0.40,0.10,0.0439,0.0428,0.0538
0.00,0.50,0.00,0.35,0.15,0.0368,0.0493,0.0524
0.00,0.50,0.00,0.30,0.20,0.0396,0.0452,0.0526
0.00,0.50,0.00,0.25,0.25,0.0336,0.0372,0.0444
0.00,0.50,0.00,0.20,0.30,0.0333,0.0385,0.0438
0.00,0.50,0.00,0.15,0.35,0.0333,0.0393,0.0340
0.00,0.50,0.00,0.10,0.40,0.0337,0.0359,0.0314
0.00,0.50,0.00,0.05,0.45,0.0297,0.0380,0.0341
0.00,0.50,0.00,0.00,0.50,0.0316,0.0331,0.0281
0.00,0.45,0.55,0.00,0.00,0.0368,0.0843,0.1257
0.00,0.45,0.50,0.05,0.00,0.0817,0.1300,0.1268
0.00,0.45,0.50,0.00,0.05,0.0684,0.0946,0.1058
0.00,0.45,0.45,0.10,0.00,0.0934,0.1315,0.1237
0.00,0.45,0.45,0.00,0.10,0.0743,0.0998,0.1192
0.00,0.45,0.40,0.15,0.00,0.1118,0.1470,0.1122
0.00,0.45,0.40,0.00,0.15,0.0766,0.1116,0.1099
0.00,0.45,0.35,0.20,0.00,0.1104,0.1480,0.0990
0.00,0.45,0.35,0.00,0.20,0.0841,0.1006,0.0970
0.00,0.45,0.30,0.25,0.00,0.1096,0.1268,0.1148
0.00,0.45,0.30,0.00,0.25,0.0861,0.0906,0.0848
0.00,0.45,0.25,0.30,0.00,0.0938,0.1227,0.1191
0.00,0.45,0.25,0.00,0.30,0.0801,0.0858,0.0732
0.00,0.45,0.20,0.35,0.00,0.0869,0.1005,0.1049
0.00,0.45,0.20,0.00,0.35,0.0622,0.0756,0.0599
0.00,0.45,0.15,0.40,0.00,0.0816,0.0936,0.0855
0.00,0.45,0.15,0.00,0.40,0.0534,0.0584,0.0523
0.00,0.45,0.10,0.45,0.00,0.0607,0.0683,0.0746
0.00,0.45,0.10,0.00,0.45,0.0444,0.0423,0.0418
0.00,0.45,0.05,0.50,0.00,0.0492,0.0539,0.0647
0.00,0.45,0.05,0.00,0.50,0.0319,0.0332,0.0354
0.00,0.45,0.00,0.55,0.00,0.0356,0.0410,0.0477
0.00,0.45,0.00,0.50,0.05,0.0366,0.0404,0.0506
0.00,0.45,0.00,0.45,0.10,0.0329,0.0371,0.0552
0.00,0.45,0.00,0.40,0.15,0.0300,0.0356,0.0474
0.00,0.45,0.00,0.35,0.20,0.0290,0.0363,0.0419
0.00,0.45,0.00,0.30,0.25,0.0286,0.0308,0.0403
0.00,0.45,0.00,0.25,0.30,0.0235,0.0330,0.0377
0.00,0.45,0.00,0.20,0.35,0.0291,0.0312,0.0304
0.00,0.45,0.00,0.15,0.40,0.0240,0.0249,0.0293
0.00,0.45,0.00,0.10,0.45,0.0256,0.0280,0.0257
0.00,0.45,0.00,0.05,0.50,0.0211,0.0238,0.0274
0.00,0.45,0.00,0.00,0.55,0.0268,0.0236,0.0249
0.00,0.40,0.60,0.00,0.00,0.0314,0.0766,0.1377
0.00,0.40,0.55,0.05,0.00,0.0690,0.1152,0.1415
0.00,0.40,0.55,0.00,0.05,0.0572,0.0925,0.1129
0.00,0.40,0.50,0.10,0.00,0.0899,0.1422,0.1363
0.00,0.40,0.50,0.00,0.10,0.0655,0.0983,0.1051
0.00,0.40,0.45,0.15,0.00,0.0961,0.1400,0.1367
0.00,0.40,0.45,0.00,0.15,0.0732,0.0939,0.1143
0.00,0.40,0.40,0.20,0.00,0.0987,0.1387,0.1276
0.00,0.40,0.40,0.00,0.20,0.0709,0.0968,0.0952
0.00,0.40,0.35,0.25,0.00,0.0936,0.1314,0.1297
0.00,0.40,0.35,0.00,0.25,0.0705,0.0829,0.0818
0.00,0.40,0.30,0.30,0.00,0.0929,0.1204,0.1092
0.00,0.40,0.30,0.00,0.30,0.0688,0.0811,0.0852
0.00,0.40,0.25,0.35,0.00,0.0797,0.1035,0.0979
0.00,0.40,0.25,0.00,0.35,0.0566,0.0666,0.0621
0.00,0.40,0.20,0.40,0.00,0.0733,0.0918,0.1005
0.00,0.40,0.20,0.00,0.40,0.0543,0.0554,0.0592
0.00,0.40,0.15,0.45,0.00,0.0655,0.0655,0.0814
0.00,0.40,0.15,0.00,0.45,0.0436,0.0425,0.0418
0.00,0.40,0.10,0.50,0.00,0.0506,0.0531,0.0669
0.00,0.40,0.10,0.00,0.50,0.0335,0.0343,0.0283
0.00,0.40,0.05,0.55,0.00,0.0357,0.0477,0.0501
0.00,0.40,0.05,0.00,0.55,0.0256,0.0255,0.0217
0.00,0.40,0.00,0.60,0.00,0.0256,0.0375,0.0485
0.00,0.40,0.00,0.55,0.05,0.0246,0.0275,0.0394
0.00,0.40,0.00,0.50,0.10,0.0264,0.0272,0.0390
0.00,0.40,0.00,0.45,0.15,0.0189,0.0275,0.0390
0.00,0.40,0.00,0.40,0.20,0.0195,0.0295,0.0342
0.00,0.40,0.00,0.35,0.25,0.0187,0.0243,0.0298
0.00,0.40,0.00,0.30,0.30,0.0174,0.0231,0.0243
0.00,0.40,0.00,0.25,0.35,0.0195,0.0262,0.0234
0.00,0.40,0.00,0.20,0.40,0.0211,0.0260,0.0224
0.00,0.40,0.00,0.15,0.45,0.0172,0.0232,0.0220
0.00,0.40,0.00,0.10,0.50,0.0168,0.0230,0.0214
0.00,0.40,0.00,0.05,0.55,0.0140,0.0199,0.0182
0.00,0.40,0.00,0.00,0.60,0.0151,0.0206,0.0180
0.00,0.35,0.65,0.00,0.00,0.0303,0.0716,0.1575
0.00,0.35,0.60,0.05,0.00,0.0525,0.1100,0.1348
0.00,0.35,0.60,0.00,0.05,0.0475,0.0845,0.1454
0.00,0.35,0.55,0.10,0.00,0.0697,0.1280,0.1541
0.00,0.35,0.55,0.00,0.10,0.0522,0.0874,0.0975
0.00,0.35,0.50,0.15,0.00,0.0848,0.1367,0.1410
0.00,0.35,0.50,0.00,0.15,0.0627,0.0909,0.1099
0.00,0.35,0.45,0.20,0.00,0.0856,0.1332,0.1263
0.00,0.35,0.45,0.00,0.20,0.0680,0.0812,0.0833
0.00,0.35,0.40,0.25,0.00,0.0865,0.1268,0.1316
0.00,0.35,0.40,0.00,0.25,0.0657,0.0780,0.0839
0.00,0.35,0.35,0.30,0.00,0.0794,0.1155,0.1302
0.00,0.35,0.35,0.00,0.30,0.0643,0.0740,0.0760
0.00,0.35,0.30,0.35,0.00,0.0734,0.0908,0.1086
0.00,0.35,0.30,0.00,0.35,0.0516,0.0607,0.0580
0.00,0.35,0.25,0.40,0.00,0.0574,0.0858,0.0969
0.00,0.35,0.25,0.00,0.40,0.0454,0.0515,0.0493
0.00,0.35,0.20,0.45,0.00,0.0481,0.0679,0.0897
0.00,0.35,0.20,0.00,0.45,0.0379,0.0412,0.0420
0.00,0.35,0.15,0.50,0.00,0.0491,0.0599,0.0707
0.00,0.35,0.15,0.00,0.50,0.0298,0.0309,0.0298
0.00,0.35,0.10,0.55,0.00,0.0384,0.0417,0.0521
0.00,0.35,0.10,0.00,0.55,0.0201,0.0279,0.0226
0.00,0.35,0.05,0.60,0.00,0.0273,0.0293,0.0443
0.00,0.35,0.05,0.00,0.60,0.0151,0.0176,0.0132
0.00,0.35,0.00,0.65,0.00,0.0208,0.0193,0.0372
0.00,0.35,0.00,0.60,0.05,0.0161,0.0206,0.0407
0.00,0.35,0.00,0.55,0.10,0.0167,0.0153,0.0320
0.00,0.35,0.00,0.50,0.15,0.0131,0.0244,0.0331
0.00,0.35,0.00,0.45,0.20,0.0122,0.0204,0.0274
0.00,0.35,0.00,0.40,0.25,0.0160,0.0188,0.0287
0.00,0.35,0.00,0.35,0.30,0.0191,0.0173,0.0248
0.00,0.35,0.00,0.30,0.35,0.0117,0.0161,0.0163
0.00,0.35,0.00,0.25,0.40,0.0169,0.0170,0.0167
0.00,0.35,0.00,0.20,0.45,0.0119,0.0172,0.0177
0.00,0.35,0.00,0.15,0.50,0.0107,0.0116,0.0171
0.00,0.35,0.00,0.10,0.55,0.0124,0.0147,0.0108
0.00,0.35,0.00,0.05,0.60,0.0117,0.0168,0.0149
0.00,0.35,0.00,0.00,0.65,0.0120,0.0153,0.0149
0.00,0.30,0.70,0.00,0.00,0.0186,0.0674,0.1733
0.00,0.30,0.65,0.05,0.00,0.0354,0.0972,0.1762
0.00,0.30,0.65,0.00,0.05,0.0376,0.0685,0.1396
0.00,0.30,0.60,0.10,0.00,0.0546,0.1216,0.1764
0.00,0.30,0.60,0.00,0.10,0.0486,0.0683,0.1196
0.00,0.30,0.55,0.15,0.00,0.0710,0.1178,0.1517
0.00,0.30,0.55,0.00,0.15,0.0519,0.0673,0.1172
0.00,0.30,0.50,0.20,0.00,0.0688,0.1223,0.1449
0.00,0.30,0.50,0.00,0.20,0.0483,0.0723,0.0898
0.00,0.30,0.45,0.25,0.00,0.0667,0.1106,0.1400
0.00,0.30,0.45,0.00,0.25,0.0460,0.0693,0.0831
0.00,0.30,0.40,0.30,0.00,0.0648,0.0988,0.1266
0.00,0.30,0.40,0.00,0.30,0.0553,0.0620,0.0698
0.00,0.30,0.35,0.35,0.00,0.0544,0.0835,0.1149
0.00,0.30,0.35,0.00,0.35,0.0406,0.0545,0.0555
0.00,0.30,0.30,0.40,0.00,0.0532,0.0771,0.1036
0.00,0.30,0.30,0.00,0.40,0.0396,0.0491,0.0412
0.00,0.30,0.25,0.45,0.00,0.0462,0.0604,0.0818
0.00,0.30,0.25,0.00,0.45,0.0314,0.0371,0.0384
0.00,0.30,0.20,0.50,0.00,0.0347,0.0509,0.0692
0.00,0.30,0.20,0.00,0.50,0.0245,0.0308,0.0292
0.00,0.30,0.15,0.55,0.00,0.0253,0.0363,0.0494
0.00,0.30,0.15,0.00,0.55,0.0236,0.0223,0.0203
0.00,0.30,0.10,0.60,0.00,0.0211,0.0248,0.0426
0.00,0.30,0.10,0.00,0.60,0.0126,0.0154,0.0172
0.00,0.30,0.05,0.65,0.00,0.0147,0.0203,0.0308
0.00,0.30,0.05,0.00,0.65,0.0131,0.0107,0.0121
0.00,0.30,0.00,0.70,0.00,0.0115,0.0151,0.0274
0.00,0.30,0.00,0.65,0.05,0.0122,0.0121,0.0242
0.00,0.30,0.00,0.60,0.10,0.0115,0.0144,0.0266
0.00,0.30,0.00,0.55,0.15,0.0110,0.0183,0.0298
0.00,0.30,0.00,0.50,0.20,0.0099,0.0118,0.0206
0.00,0.30,0.00,0.45,0.25,0.0068,0.0127,0.0200
0.00,0.30,0.00,0.40,0.30,0.0083,0.0093,0.0177
0.00,0.30,0.00,0.35,0.35,0.0086,0.0098,0.0149
0.00,0.30,0.00,0.30,0.40,0.0078,0.0085,0.0167
0.00,0.30,0.00,0.25,0.45,0.0085,0.0111,0.0123
0.00,0.30,0.00,0.20,0.50,0.0093,0.0097,0.0112
0.00,0.30,0.00,0.15,0.55,0.0098,0.0089,0.0112
0.00,0.30,0.00,0.10,0.60,0.0094,0.0093,0.0112
0.00,0.30,0.00,0.05,0.65,0.0101,0.0117,0.0088
0.00,0.30,0.00,0.00,0.70,0.0098,0.0128,0.0112
0.00,0.25,0.75,0.00,0.00,0.0119,0.0477,0.2023
0.00,0.25,0.70,0.05,0.00,0.0332,0.0923,0.1832
0.00,0.25,0.70,0.00,0.05,0.0254,0.0502,0.1590
0.00,0.25,0.65,0.10,0.00,0.0520,0.1051,0.1800
0.00,0.25,0.65,0.00,0.10,0.0315,0.0512,0.1187
0.00,0.25,0.60,0.15,0.00,0.0550,0.1124,0.1804
0.00,0.25,0.60,0.00,0.15,0.0336,0.0548,0.1095
0.00,0.25,0.55,0.20,0.00,0.0540,0.0998,0.1533
0.00,0.25,0.55,0.00,0.20,0.0403,0.0518,0.0880
0.00,0.25,0.50,0.25,0.00,0.0549,0.1010,0.1387
0.00,0.25,0.50,0.00,0.25,0.0401,0.0553,0.0744
0.00,0.25,0.45,0.30,0.00,0.0517,0.0880,0.1276
0.00,0.25,0.45,0.00,0.30,0.0346,0.0510,0.0675
0.00,0.25,0.40,0.35,0.00,0.0531,0.0787,0.1210
0.00,0.25,0.40,0.00,0.35,0.0408,0.0391,0.0502
0.00,0.25,0.35,0.40,0.00,0.0403,0.0674,0.0999
0.00,0.25,0.35,0.00,0.40,0.0296,0.0417,0.0442
0.00,0.25,0.30,0.45,0.00,0.0385,0.0540,0.0763
0.00,0.25,0.30,0.00,0.45,0.0293,0.0326,0.0329
0.00,0.25,0.25,0.50,0.00,0.0291,0.0461,0.0637
0.00,0.25,0.25,0.00,0.50,0.0214,0.0223,0.0274
0.00,0.25,0.20,0.55,0.00,0.0184,0.0335,0.0571
0.00,0.25,0.20,0.00,0.55,0.0157,0.0198,0.0195
0.00,0.25,0.15,0.60,0.00,0.0182,0.0194,0.0351
0.00,0.25,0.15,0.00,0.60,0.0115,0.0124,0.0146
0.00,0.25,0.10,0.65,0.00,0.0090,0.0202,0.0300
0.00,0.25,0.10,0.00,0.65,0.0091,0.0095,0.0108
0.00,0.25,0.05,0.70,0.00,0.0077,0.0098,0.0278
0.00,0.25,0.05,0.00,0.70,0.0074,0.0096,0.0090
0.00,0.25,0.00,0.75,0.00,0.0056,0.0090,0.0210
0.00,0.25,0.00,0.70,0.05,0.0054,0.0061,0.0226
0.00,0.25,0.00,0.65,0.10,0.0067,0.0109,0.0216
0.00,0.25,0.00,0.60,0.15,0.0058,0.0089,0.0189
0.00,0.25,0.00,0.55,0.20,0.0052,0.0076,0.0141
0.00,0.25,0.00,0.50,0.25,0.0044,0.0096,0.0128
0.00,0.25,0.00,0.45,0.30,0.0058,0.0075,0.0129
0.00,0.25,0.00,0.40,0.35,0.0058,0.0085,0.0135
0.00,0.25,0.00,0.35,0.40,0.0046,0.0070,0.0096
0.00,0.25,0.00,0.30,0.45,0.0042,0.0059,0.0094
0.00,0.25,0.00,0.25,0.50,0.0060,0.0058,0.0071
0.00,0.25,0.00,0.20,0.55,0.0055,0.0078,0.0071
0.00,0.25,0.00,0.15,0.60,0.0057,0.0062,0.0089
0.00,0.25,0.00,0.10,0.65,0.0066,0.0069,0.0086
0.00,0.25,0.00,0.05,0.70,0.0073,0.0066,0.0080
0.00,0.25,0.00,0.00,0.75,0.0102,0.0111,0.0131
0.00,0.20,0.80,0.00,0.00,0.0092,0.0352,0.2199
0.00,0.20,0.75,0.05,0.00,0.0216,0.0671,0.2113
0.00,0.20,0.75,0.00,0.05,0.0214,0.0381,0.1727
0.00,0.20,0.70,0.10,0.00,0.0334,0.0994,0.1984
0.00,0.20,0.70,0.00,0.10,0.0234,0.0379,0.1300
0.00,0.20,0.65,0.15,0.00,0.0408,0.0911,0.1819
0.00,0.20,0.65,0.00,0.15,0.0237,0.0388,0.1055
0.00,0.20,0.60,0.20,0.00,0.0412,0.0846,0.1630
0.00,0.20,0.60,0.00,0.20,0.0260,0.0379,0.0803
0.00,0.20,0.55,0.25,0.00,0.0445,0.0931,0.1476
0.00,0.20,0.55,0.00,0.25,0.0243,0.0375,0.0703
0.00,0.20,0.50,0.30,0.00,0.0431,0.0763,0.1280
0.00,0.20,0.50,0.00,0.30,0.0287,0.0379,0.0541
0.00,0.20,0.45,0.35,0.00,0.0351,0.0800,0.1216
0.00,0.20,0.45,0.00,0.35,0.0277,0.0329,0.0484
0.00,0.20,0.40,0.40,0.00,0.0294,0.0592,0.0961
0.00,0.20,0.40,0.00,0.40,0.0268,0.0298,0.0351
0.00,0.20,0.35,0.45,0.00,0.0286,0.0438,0.0786
0.00,0.20,0.35,0.00,0.45,0.0222,0.0257,0.0345
0.00,0.20,0.30,0.50,0.00,0.0250,0.0403,0.0618
0.00,0.20,0.30,0.00,0.50,0.0170,0.0217,0.0222
0.00,0.20,0.25,0.55,0.00,0.0192,0.0279,0.0485
0.00,0.20,0.25,0.00,0.55,0.0152,0.0184,0.0156
0.00,0.20,0.20,0.60,0.00,0.0133,0.0230,0.0360
0.00,0.20,0.20,0.00,0.60,0.0122,0.0089,0.0112
0.00,0.20,0.15,0.65,0.00,0.0089,0.0140,0.0251
0.00,0.20,0.15,0.00,0.65,0.0080,0.0108,0.0097
0.00,0.20,0.10,0.70,0.00,0.0076,0.0115,0.0242
0.00,0.20,0.10,0.00,0.70,0.0062,0.0071,0.0071
0.00,0.20,0.05,0.75,0.00,0.0039,0.0065,0.0222
0.00,0.20,0.05,0.00,0.75,0.0069,0.0073,0.0083
0.00,0.20,0.00,0.80,0.00,0.0039,0.0031,0.0161
0.00,0.20,0.00,0.75,0.05,0.0029,0.0064,0.0174
0.00,0.20,0.00,0.70,0.10,0.0017,0.0034,0.0131
0.00,0.20,0.00,0.65,0.15,0.0026,0.0057,0.0136
0.00,0.20,0.00,0.60,0.20,0.0029,0.0062,0.0093
0.00,0.20,0.00,0.55,0.25,0.0023,0.0042,0.0111
0.00,0.20,0.00,0.50,0.30,0.0028,0.0053,0.0086
0.00,0.20,0.00,0.45,0.35,0.0031,0.0048,0.0072
0.00,0.20,0.00,0.40,0.40,0.0033,0.0044,0.0066
0.00,0.20,0.00,0.35,0.45,0.0023,0.0060,0.0056
0.00,0.20,0.00,0.30,0.50,0.0025,0.0052,0.0057
0.00,0.20,0.00,0.25,0.55,0.0033,0.0031,0.0060
0.00,0.20,0.00,0.20,0.60,0.0031,0.0052,0.0054
0.00,0.20,0.00,0.15,0.65,0.0032,0.0039,0.0041
0.00,0.20,0.00,0.10,0.70,0.0032,0.0048,0.0037
0.00,0.20,0.00,0.05,0.75,0.0055,0.0062,0.0074
0.00,0.20,0.00,0.00,0.80,0.0075,0.0098,0.0135
0.00,0.15,0.85,0.00,0.00,0.0039,0.0186,0.2328
0.00,0.15,0.80,0.05,0.00,0.0147,0.0515,0.2359
0.00,0.15,0.80,0.00,0.05,0.0073,0.0289,0.1765
0.00,0.15,0.75,0.10,0.00,0.0208,0.0814,0.2052
